Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
26/04/2022,"41,500","40,600","42,000","38,850",11.12M,1.10%
25/04/2022,"41,050","44,200","44,300","41,050",12.32M,-6.92%
22/04/2022,"44,100","44,000","44,750","43,550",6.68M,1.15%
21/04/2022,"43,600","43,000","44,000","42,900",10.02M,1.28%
20/04/2022,"43,050","43,700","44,200","43,050",7.91M,-1.49%
19/04/2022,"43,700","45,000","45,450","43,500",7.23M,-2.56%
18/04/2022,"44,850","46,000","46,250","44,800",11.51M,-1.64%
15/04/2022,"45,600","47,300","47,300","45,600",18.62M,-3.59%
14/04/2022,"47,300","48,050","48,350","47,150",8.32M,-1.46%
13/04/2022,"48,000","48,400","48,450","47,900",6.72M,0.00%
12/04/2022,"48,000","48,700","48,900","47,900",8.28M,-1.74%
08/04/2022,"48,850","49,400","49,400","48,800",7.03M,-0.91%
07/04/2022,"49,300","49,900","50,300","49,300",5.97M,-1.20%
06/04/2022,"49,900","48,900","49,900","48,700",9.01M,1.73%
05/04/2022,"49,050","49,400","49,500","49,050",5.80M,-1.21%
04/04/2022,"49,650","50,400","50,600","49,650",9.78M,-1.29%
01/04/2022,"50,300","49,550","50,400","49,400",9.58M,1.51%
31/03/2022,"49,550","49,500","49,700","49,300",5.25M,0.81%
30/03/2022,"49,150","48,900","49,900","48,900",5.60M,0.51%
29/03/2022,"48,900","48,900","49,150","48,650",4.27M,0.20%
28/03/2022,"48,800","49,150","49,150","48,350",6.60M,-0.91%
25/03/2022,"49,250","49,400","49,450","49,150",3.18M,-0.10%
24/03/2022,"49,300","49,600","49,800","49,300",3.21M,-0.60%
23/03/2022,"49,600","49,900","50,200","49,600",3.41M,-0.60%
22/03/2022,"49,900","49,550","50,300","49,500",5.95M,0.91%
21/03/2022,"49,450","49,250","49,550","49,100",3.92M,0.51%
18/03/2022,"49,200","49,150","49,400","49,100",2.91M,0.41%
17/03/2022,"49,000","49,450","49,500","49,000",3.25M,-0.10%
16/03/2022,"49,050","48,800","49,450","48,800",4.54M,0.93%
15/03/2022,"48,600","48,600","49,000","48,500",3.83M,0.21%
14/03/2022,"48,500","48,800","48,900","48,300",5.16M,-0.82%
11/03/2022,"48,900","49,200","49,200","48,700",6.42M,-0.71%
10/03/2022,"49,250","49,800","49,800","49,250",4.39M,0.31%
09/03/2022,"49,100","49,000","49,350","48,900",6.96M,0.20%
08/03/2022,"49,000","49,000","49,500","48,800",8.77M,-0.51%
07/03/2022,"49,250","49,500","49,600","49,100",8.12M,-1.40%
04/03/2022,"49,950","49,750","50,400","49,500",7.02M,0.60%
03/03/2022,"49,650","49,500","49,900","49,150",7.39M,0.91%
02/03/2022,"49,200","50,100","50,100","49,200",17.89M,-2.19%
01/03/2022,"50,300","50,700","50,700","50,100",6.95M,-0.20%
28/02/2022,"50,400","50,500","50,900","50,200",7.11M,-0.59%
25/02/2022,"50,700","51,000","51,300","50,500",6.67M,0.40%
24/02/2022,"50,500","51,500","51,900","49,800",15.53M,-2.32%
23/02/2022,"51,700","51,700","52,200","51,400",6.19M,0.58%
22/02/2022,"51,400","51,000","51,700","50,600",10.56M,-0.19%
21/02/2022,"51,500","51,600","51,700","50,800",8.65M,-0.19%
18/02/2022,"51,600","51,700","52,000","51,500",6.54M,-1.15%
17/02/2022,"52,200","51,600","52,500","51,600",7.30M,1.16%
16/02/2022,"51,600","52,200","52,200","51,500",6.17M,-0.39%
15/02/2022,"51,800","51,600","52,100","51,300",8.58M,0.58%
14/02/2022,"51,500","53,200","53,200","51,500",18.77M,-4.10%
11/02/2022,"53,700","53,500","53,800","53,000",7.85M,0.19%
10/02/2022,"53,600","53,600","54,200","53,100",11.22M,0.00%
09/02/2022,"53,600","54,000","54,900","53,600",17.39M,-0.37%
08/02/2022,"53,800","52,800","54,300","52,800",16.48M,1.89%
07/02/2022,"52,800","53,700","53,800","52,800",9.81M,0.00%
28/01/2022,"52,800","51,900","53,000","51,600",10.29M,1.73%
27/01/2022,"51,900","52,000","52,700","51,500",8.04M,-0.95%
26/01/2022,"52,400","52,400","53,300","52,000",15.04M,0.96%
25/01/2022,"51,900","51,200","52,100","51,000",14.47M,3.18%
24/01/2022,"50,300","49,950","51,400","49,800",16.27M,1.00%
21/01/2022,"49,800","49,000","50,800","48,900",10.32M,1.94%
20/01/2022,"48,850","48,650","49,400","48,600",6.43M,0.00%
19/01/2022,"48,850","49,000","49,400","48,800",4.22M,0.21%
18/01/2022,"48,750","48,600","49,450","48,500",7.89M,0.31%
17/01/2022,"48,600","49,700","50,500","48,600",10.99M,-2.31%
14/01/2022,"49,750","50,000","50,400","49,500",5.19M,-1.49%
13/01/2022,"50,500","50,900","51,800","50,200",14.42M,0.20%
12/01/2022,"50,400","48,450","50,400","48,400",12.04M,4.02%
11/01/2022,"48,450","48,900","49,100","48,400",7.30M,-0.41%
10/01/2022,"48,650","49,500","49,600","48,650",8.77M,-1.62%
07/01/2022,"49,450","49,900","50,100","49,400",7.83M,-0.90%
06/01/2022,"49,900","50,200","50,400","49,600",10.72M,-1.19%
05/01/2022,"50,500","50,900","51,200","50,300",9.57M,-0.79%
04/01/2022,"50,900","50,500","51,200","50,300",11.33M,1.80%
