Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
22/03/2022," 27,042 "," 26,833 "," 27,250 "," 26,833 ",13.21M,0.78%
21/03/2022," 26,833 "," 26,917 "," 26,917 "," 26,500 ",14.03M,0.31%
18/03/2022," 26,750 "," 27,083 "," 27,125 "," 26,667 ",11.93M,-0.47%
17/03/2022," 26,875 "," 27,042 "," 27,292 "," 26,833 ",12.29M,0.47%
16/03/2022," 26,750 "," 26,792 "," 27,000 "," 26,583 ",13.47M,1.58%
15/03/2022," 26,333 "," 26,583 "," 26,583 "," 26,125 ",10.44M,-0.16%
14/03/2022," 26,375 "," 26,250 "," 26,667 "," 26,000 ",19.18M,0.64%
11/03/2022," 26,208 "," 25,875 "," 26,417 "," 25,875 ",13.52M,1.29%
10/03/2022," 25,875 "," 26,083 "," 26,458 "," 25,833 ",14.24M,0.98%
09/03/2022," 25,625 "," 25,833 "," 26,083 "," 25,208 ",28.93M,-0.81%
08/03/2022," 25,833 "," 26,500 "," 26,667 "," 25,833 ",30.76M,-3.73%
07/03/2022," 26,833 "," 26,833 "," 27,208 "," 26,667 ",22.68M,-2.13%
04/03/2022," 27,417 "," 27,500 "," 27,750 "," 27,167 ",13.44M,-0.60%
03/03/2022," 27,583 "," 27,417 "," 27,750 "," 26,333 ",35.98M,1.85%
02/03/2022," 27,083 "," 28,167 "," 28,167 "," 27,000 ",61.95M,-4.41%
01/03/2022," 28,333 "," 28,833 "," 29,083 "," 28,208 ",19.58M,-1.16%
28/02/2022," 28,667 "," 28,375 "," 29,000 "," 28,333 ",15.32M,0.88%
25/02/2022," 28,417 "," 28,708 "," 29,083 "," 28,417 ",20.17M,0.29%
24/02/2022," 28,333 "," 28,333 "," 29,000 "," 27,667 ",35.78M,-1.02%
23/02/2022," 28,625 "," 28,833 "," 29,083 "," 28,458 ",20.78M,-0.15%
22/02/2022," 28,667 "," 27,083 "," 28,667 "," 26,750 ",44.95M,5.36%
21/02/2022," 27,208 "," 27,167 "," 27,417 "," 26,542 ",22.59M,0.00%
18/02/2022," 27,208 "," 27,417 "," 27,542 "," 27,125 ",14.98M,-1.66%
17/02/2022," 27,667 "," 27,208 "," 27,667 "," 27,167 ",11.20M,1.68%
16/02/2022," 27,208 "," 27,458 "," 27,542 "," 26,875 ",11.17M,-0.15%
15/02/2022," 27,250 "," 26,792 "," 27,417 "," 26,625 ",24.89M,2.19%
14/02/2022," 26,667 "," 27,917 "," 28,167 "," 26,667 ",32.78M,-5.74%
11/02/2022," 28,292 "," 28,125 "," 28,458 "," 28,083 ",17.00M,0.59%
10/02/2022," 28,125 "," 27,667 "," 28,500 "," 27,542 ",28.43M,1.35%
09/02/2022," 27,750 "," 28,167 "," 28,458 "," 27,750 ",25.30M,-1.48%
08/02/2022," 28,167 "," 28,000 "," 28,458 "," 27,750 ",22.40M,0.00%
07/02/2022," 28,167 "," 28,583 "," 28,750 "," 27,958 ",20.16M,0.30%
28/01/2022," 28,083 "," 27,750 "," 28,500 "," 27,667 ",28.83M,2.12%
27/01/2022," 27,500 "," 27,500 "," 27,792 "," 27,125 ",21.19M,-0.90%
26/01/2022," 27,750 "," 27,458 "," 28,250 "," 27,333 ",33.26M,2.15%
25/01/2022," 27,167 "," 26,667 "," 27,250 "," 26,583 ",23.81M,1.56%
24/01/2022," 26,750 "," 26,542 "," 27,500 "," 26,375 ",38.55M,0.94%
21/01/2022," 26,500 "," 25,167 "," 26,917 "," 25,083 ",61.12M,5.30%
20/01/2022," 25,167 "," 24,750 "," 25,417 "," 24,375 ",18.76M,2.03%
19/01/2022," 24,667 "," 25,167 "," 25,667 "," 24,667 ",14.87M,-1.00%
18/01/2022," 24,917 "," 24,750 "," 25,292 "," 24,583 ",17.20M,1.36%
17/01/2022," 24,583 "," 24,750 "," 25,625 "," 24,583 ",35.32M,-0.51%
14/01/2022," 24,708 "," 24,583 "," 25,125 "," 24,375 ",11.37M,-0.17%
13/01/2022," 24,750 "," 24,750 "," 25,708 "," 24,625 ",41.70M,1.71%
12/01/2022," 24,333 "," 23,500 "," 24,333 "," 23,375 ",18.35M,4.66%
11/01/2022," 23,250 "," 23,542 "," 23,750 "," 23,250 ",8.21M,-0.71%
10/01/2022," 23,417 "," 23,792 "," 23,958 "," 23,417 ",10.72M,-1.75%
07/01/2022," 23,833 "," 23,625 "," 24,042 "," 23,583 ",11.43M,0.88%
06/01/2022," 23,625 "," 23,750 "," 23,833 "," 23,458 ",13.07M,-1.22%
05/01/2022," 23,917 "," 24,250 "," 24,292 "," 23,875 ",10.94M,-1.37%
04/01/2022," 24,250 "," 24,333 "," 24,500 "," 24,208 ",10.89M,0.69%
